0,0.34899122,0.723176238,-0.527768064,0.634997711,-1.036743714,-1.33618625,-2.031930066,0.96673488,-0.469720798,0.059723269,-1.685390581,-0.089888006,-1.603248297,-1.318050765,-2.28864762,-0.527330039,-1.248826033,-0.044179641,-1.882744531,-0.766834732,-0.892372636,-0.899378745,-0.571406949,-1.035592112,-0.385397684,-1.446642181,-0.210312292,-0.988714608,-0.175138012,-0.90743582,-0.118247373,-0.932296229,-0.086141774
1,0.34899122,0.723176238,-0.177428373,0.769020597,-0.24155437,0.915309327,-0.464164648,0.748820615,-0.350929515,0.454086031,-0.207343419,0.730096681,-0.175488713,0.310255769,-0.151700762,0.740243713,-0.269802314,0.633386046,-0.119935809,0.611513572,-0.548721241,0.118248286,-0.122210692,0.310587193,-0.654145956,0.092656501,-0.278431519,0.090447358,-0.288827707,0.441048977,-0.467184572,0.403032084,-0.851449259
0,0.34899122,0.723176238,-1.124324242,0.769020597,1.918137441,0.33076691,-2.155047769,-1.008020585,-0.37569234,-0.843681411,-0.315453259,-0.643370837,-0.192228969,-2.058308492,0.158898677,0.259600137,-0.787309017,-2.170000858,-1.005137167,-1.698832924,1.913141903,-0.600323168,0.106675979,1.044917112,1.923187576,-0.050148848,1.943903683,1.078608219,-0.342678646,-0.167100833,1.95462525,-1.289057346,2.1044496
1,0.34899122,0.723176238,-0.15558878,0.656260495,-0.110343028,0.754998813,-0.679385085,0.515542752,-0.714661935,0.093889063,-0.725465795,0.263384886,-0.206641377,0.000822983,-0.758087343,0.240912671,-0.433721746,0.147434773,-0.298664491,-0.45302505,-0.704598177,-0.562079962,-0.896747851,-0.627242987,-1.145102253,-0.792616544,-0.843562745,-0.615835841,-1.171872818,-0.716367518,-1.157433525,-0.757589674,-1.438596257
0,0.34899122,-1.240502052,-0.114605561,-1.34617419,-0.511399197,-1.130974982,-0.459588353,-0.717613046,-0.238504633,-0.776450799,-0.442895873,-0.643370837,-0.192228969,-0.596209468,-0.497736108,-0.621933313,-0.200334,-0.757806783,-0.059684988,-0.520992819,0.053141758,-0.575164472,0.123526531,-0.623318216,0.107448572,-1.112867856,0.292285339,-0.794538394,0.067624546,-0.616502439,0.004383808,-0.670159855,0.223009007
1,0.34899122,0.674678936,-0.341383905,0.665131213,-0.703485136,0.769214339,-0.777352397,0.690190125,-0.940855257,0.572778425,-1.284700649,0.614069756,-1.21980131,0.617252438,-1.500428084,0.321961864,-1.366668309,0.031568581,-1.374698663,0.044628919,-1.495992702,-0.072007109,-1.406704772,-0.289989282,-1.469466514,-0.785467558,-1.376726696,-0.578063435,-1.569707962,-0.691081897,-1.581513527,-0.93409496,-1.765280836
0,-2.865401598,-1.287491353,-0.101193695,-1.155213225,-0.252079924,0.915309327,-2.155047769,-1.008020585,-0.37569234,-2.61945033,-2.337709909,-0.643370837,-0.192228969,-0.526159621,-0.158233028,1.002985602,2.019831411,-2.170000858,-1.882744531,-0.551138755,-0.017700863,-0.600323168,0.106675979,1.044917112,2.106375817,0.887298231,1.943903683,-0.658054102,0.053206518,1.133367532,1.95462525,-0.669413573,-0.033818357
1,0.34899122,0.649887404,-0.264265675,0.769020597,-0.563137179,0.915309327,-0.64204406,0.96673488,-1.123413917,0.800147878,-1.196530259,0.87584566,-1.015436595,0.858780386,-1.171520822,0.975537374,-0.705248564,0.777152753,-1.227810785,0.68464781,-1.187579187,0.553051509,-1.112047815,0.787403696,-1.150654008,0.06539736,-1.143876838,-0.216334041,-1.205790638,0.1729339,-1.41498241,0.074859312,-1.603734692
0,0.34899122,-1.324970197,-0.292833856,-1.155213225,-0.252079924,-1.115480059,-0.232234968,-0.781516133,-0.929858744,-1.654550772,-1.087389068,-0.643370837,-0.192228969,-1.041819645,0.685106602,-1.217697511,0.307663121,0.444822003,0.470911571,-0.551138755,-0.017700863,-0.600323168,0.106675979,-0.939997129,0.111563171,-0.650121178,0.0827423,-0.658054102,0.053206518,-0.326111517,0.474118962,-0.826477253,0.780113341
1,0.34899122,0.723176238,0.049576523,0.769020597,-0.651139493,0.915309327,-0.757547425,0.96673488,-1.266719985,0.932087508,-1.151636161,0.903526231,-1.242270093,0.863667941,-1.447580082,0.828580046,-1.334190664,0.543008819,-1.323737956,0.607544412,-1.491320062,0.444466642,-1.421714667,0.281868932,-1.617001461,-0.135432954,-1.449321706,0.041872913,-1.594919814,-0.074112743,-1.733144799,-0.229394162,-1.940255303
